;Name;Acceleration;Aggression;Agility;Balance;Ball control;Composure;Crossing;Curve;Dribbling;Finishing;Free kick accuracy;GK diving;GK handling;GK kicking;GK positioning;GK reflexes;Heading accuracy;Interceptions;Jumping;Long passing;Long shots;Marking;Penalties;Positioning;Reactions;Short passing;Shot power;Sliding tackle;Sprint speed;Stamina;Standing tackle;Strength;Vision;Volleys;Role;Preferred
12512;F. Bonazzoli;67;39;63;37;66;64;41;47;60;65;53;8;13;10;8;7;65;26;60;43;57;25;60;57;59;54;56;29;69;60;22;67;46;54;UT;ST
12513;M. Boben;63;61;44;54;33;57;31;28;30;19;31;13;15;10;7;16;70;63;65;24;27;63;38;30;51;31;38;66;67;57;65;75;33;29;OB;CB
12514;C. Fassnacht;71;31;57;59;65;56;46;34;58;73;28;12;13;13;12;6;60;10;64;59;54;11;63;72;63;55;62;13;67;61;11;58;62;45;ZA;RM
12515;N. Hansen;84;49;69;76;66;65;49;61;60;58;60;8;9;12;12;12;55;43;80;48;57;33;59;59;56;66;62;31;85;58;23;57;49;48;ZA;LM
12516;A. Dźwigała;69;57;61;64;61;59;37;53;44;32;39;8;6;15;14;13;67;50;71;58;56;62;61;55;54;60;61;60;68;80;64;73;52;38;OB;CD
12517;A. Sabbione;64;63;64;67;69;58;41;37;59;33;40;9;14;14;12;12;60;59;70;66;39;56;40;55;57;69;60;62;68;70;63;64;59;41;OB;CM
12518;A. Jakobsen;75;60;86;80;72;65;53;62;74;55;56;11;7;14;11;11;35;45;60;60;62;35;48;56;55;65;65;42;69;68;46;54;62;56;ZA;RM
12519;J. Segura;45;46;46;48;35;52;25;32;30;25;24;10;15;10;6;9;69;63;69;30;20;58;42;27;58;34;41;61;62;62;68;81;33;30;OB;CB
12520;K. Sanson;66;65;75;76;64;54;65;64;64;58;51;6;12;8;9;9;50;61;71;63;60;54;55;55;58;66;65;58;62;69;62;49;63;57;OB;CD
12521;S. Sakala;79;56;74;70;66;46;54;52;63;61;41;13;11;8;14;7;55;28;63;57;56;39;55;62;55;64;61;30;76;62;33;67;59;56;UT;ST
12522;S. Abe;66;64;74;75;50;57;62;38;49;17;28;14;14;8;11;13;54;60;63;39;23;65;24;52;65;47;27;72;71;70;62;62;43;15;ZA;LM
12523;M. Söderqvist;84;57;82;81;62;59;49;58;65;61;51;15;13;9;11;13;48;29;74;44;63;23;57;66;63;57;59;24;85;76;23;54;54;65;ZA;RM
12524;T. Grupe;47;69;38;38;57;62;24;28;41;40;33;15;11;8;14;11;71;61;39;53;42;65;36;39;64;54;61;62;53;71;69;86;39;37;OB;CB
12525;T. Fosu;85;45;76;71;63;47;57;49;65;57;47;11;13;9;12;7;39;33;52;53;55;34;57;57;54;56;56;22;80;66;27;42;48;44;OB;CA
12526;G. Zakuani;69;59;74;63;41;40;18;22;37;26;14;11;6;6;11;10;61;58;74;41;14;62;29;24;59;54;31;62;70;69;65;76;46;15;OB;CB
12527;M. Kvasina;50;32;54;43;62;61;32;42;58;63;31;11;7;12;10;6;73;18;72;41;53;22;53;60;57;49;61;23;62;58;25;84;53;42;OB;CA
12528;M. Mikkelsen;72;59;57;58;65;56;64;50;59;54;62;11;10;13;8;7;38;22;69;55;59;30;46;59;60;59;61;34;73;74;38;72;51;56;ZA;RM
12529;O. Shodipo;81;27;84;77;61;48;61;61;63;54;37;6;7;7;14;9;37;20;48;58;33;26;55;60;54;62;55;28;83;58;26;59;54;50;ZA;LM
12530;P. Deligiannidis;84;35;64;81;60;55;51;57;63;61;52;7;12;10;11;11;35;19;58;56;54;20;52;60;52;58;52;22;87;64;28;46;55;49;ZA;LM
12531;C. Tanner;79;50;84;89;61;52;56;62;63;57;45;11;9;10;6;9;52;37;60;56;57;33;61;58;63;61;59;24;73;68;27;57;59;55;OB;CA
12532;O. Velanas;68;59;64;60;69;59;42;48;66;66;48;14;12;9;6;15;42;46;43;63;48;42;46;52;48;71;59;55;66;62;49;52;65;40;OB;CM
12533;K. Jałocha;47;22;37;32;24;30;21;20;22;18;19;63;57;68;72;61;16;17;55;23;18;13;29;14;51;32;25;23;49;17;21;79;26;19;OB;GK
12534;A. Engaña;60;33;52;55;42;50;35;34;22;21;39;68;43;64;64;72;35;23;41;38;40;29;42;13;65;44;35;18;48;39;19;52;52;33;OB;GK
12535;H. Elhouni;74;46;77;75;64;54;64;39;68;57;40;11;14;6;11;7;39;31;58;46;50;20;46;55;65;56;65;23;75;51;24;59;50;39;UT;RW
12536;Francisco Júnior;76;78;78;86;67;59;46;49;64;49;43;10;10;13;10;12;36;65;85;59;64;60;52;57;64;63;68;53;73;74;53;49;60;58;OB;CM
12537;B. de Jong;55;38;43;53;22;32;17;13;19;18;20;62;58;63;60;65;12;20;78;32;12;16;20;12;65;27;33;13;51;37;15;60;50;11;OB;GK
12538;F. Fallatah;65;75;67;71;54;55;30;29;30;18;29;15;15;13;15;7;46;54;79;46;23;60;33;27;56;31;39;71;64;78;67;80;31;40;OB;CB
12539;A. Vajushi;74;35;71;84;75;56;65;40;73;51;35;14;6;11;9;13;45;18;34;61;39;18;52;47;46;65;53;21;75;55;23;32;48;46;UT;RW
12540;S. Adamyan;68;53;68;66;66;58;34;51;67;65;39;14;15;10;15;10;54;22;62;36;48;19;59;61;62;61;56;22;67;59;21;66;49;54;UT;ST
12541;A. Desmas;28;20;26;37;19;31;18;16;15;18;10;64;64;60;62;65;12;14;32;20;17;10;18;9;51;23;23;11;30;24;17;60;41;14;OB;GK
12542;D. Poggenberg;67;56;58;62;58;52;57;37;58;35;35;14;7;11;13;11;55;60;61;46;38;67;49;46;60;59;47;66;66;58;68;64;42;36;OB;CB
12543;J. Flores;71;47;69;73;44;32;64;29;64;28;32;14;6;12;13;10;44;61;64;25;24;61;34;48;62;41;28;64;71;79;65;50;34;30;OB;LB
12544;A. Potter;84;52;90;91;61;57;58;43;64;50;52;10;8;15;12;9;49;31;74;53;49;34;51;60;56;57;51;34;80;74;38;59;51;45;ZA;RM
12545;K. Berkhamov;69;52;64;64;63;60;61;76;66;60;73;6;13;7;15;7;62;50;58;65;66;55;60;58;63;69;70;62;67;55;54;58;59;51;ZA;LM
12546;D. Savage;76;29;80;61;66;65;51;69;68;64;60;14;15;11;15;9;48;12;42;35;62;23;67;54;58;54;55;19;74;56;16;57;61;59;UT;RW
12547;C. Burgess;49;60;29;35;38;60;34;27;38;21;31;9;13;14;15;7;63;59;54;39;26;64;42;36;51;56;42;66;49;64;66;73;38;24;OB;CB
12548;R. Neudecker;76;54;86;83;66;58;59;63;65;44;51;9;14;11;15;13;33;55;69;66;46;50;39;52;58;68;66;55;69;64;48;38;64;39;OB;LB
12549;Bruno Ramires;61;65;68;62;62;67;49;41;63;41;43;16;10;14;15;13;59;41;59;65;51;63;48;64;61;74;64;61;58;73;63;70;60;41;OB;CM
12550;G. Perrin;78;48;82;85;66;62;55;59;66;57;47;12;14;10;8;6;60;18;64;53;62;38;67;58;52;62;62;23;78;67;31;56;56;58;UT;ST
12551;M. Bennett;84;66;71;65;67;62;60;61;66;58;56;14;15;10;10;7;59;46;79;51;60;23;58;60;63;56;57;28;76;55;41;67;56;55;UT;RW
12552;S. Coulthirst;78;31;74;64;63;55;52;50;61;62;26;8;15;13;13;10;58;12;78;49;60;31;57;57;60;58;62;16;78;60;12;71;54;40;ZA;LM
12553;R. Peiponen;77;55;75;72;57;52;68;53;57;42;31;11;14;8;10;15;52;56;73;47;46;55;40;54;58;57;56;58;76;74;58;48;53;46;OB;LB
12554;G. Nutz;76;48;82;57;60;69;52;64;67;58;42;14;9;12;5;6;52;41;62;54;48;52;48;55;60;62;62;52;75;63;47;61;66;54;OB;CM
12555;S. Pecorini;69;63;63;49;58;58;62;58;52;31;48;14;13;8;13;10;54;60;64;53;40;55;39;40;59;58;59;64;73;68;63;74;44;32;ZA;LM
12556;C. Martinez;76;55;79;76;64;63;54;60;69;51;57;12;10;7;7;9;57;20;60;60;49;37;57;56;57;64;57;42;75;59;35;58;54;53;ZA;LM
12557;N. Thomas;86;33;81;81;62;55;60;61;65;59;45;11;14;15;13;10;33;39;77;51;63;38;59;54;54;53;63;27;82;66;30;63;50;56;OB;CA
12558;E. Oelschlägel;39;24;34;27;20;32;14;20;11;12;11;65;57;57;59;66;25;11;54;18;10;10;18;7;63;23;24;16;42;29;17;78;27;10;OB;GK
12559;Nadjack;72;72;67;59;58;65;62;54;60;28;32;10;9;11;9;12;41;58;81;48;43;55;31;56;57;58;71;64;79;79;62;64;37;39;OB;RB
12560;A. Romero;57;70;47;51;57;52;57;45;63;39;49;9;5;10;7;14;60;64;61;72;43;62;55;47;61;73;58;60;59;68;60;56;56;38;OB;CM
12561;B. Kukeli;53;66;71;70;58;67;57;48;51;42;53;13;16;11;16;13;57;64;68;59;48;63;55;60;64;65;64;59;66;80;71;65;62;48;OB;CB
12562;R. Castro;64;60;59;66;62;59;48;37;58;30;35;12;15;9;15;15;60;67;64;63;29;59;44;44;64;66;46;59;55;82;60;29;55;31;OB;CM
12563;A. Kaluđerović;60;56;54;62;58;54;34;38;57;67;30;7;11;10;7;14;63;21;63;33;60;15;69;66;56;52;65;22;65;59;21;68;46;62;UT;ST
12564;A. Sheehan;63;67;73;72;62;69;66;60;58;48;68;14;7;7;16;13;60;59;75;63;55;59;59;37;69;65;67;62;66;73;61;63;55;33;OB;LB
12565;A. Gnanduillet;65;81;71;29;54;36;40;51;63;59;62;6;16;15;12;6;70;20;64;40;65;25;59;54;49;44;79;37;70;61;31;86;38;60;UT;ST
12566;K. Thomas;68;67;58;64;59;56;32;42;56;61;31;8;14;8;10;12;71;50;90;46;51;26;55;60;62;56;59;22;78;60;32;66;44;47;UT;LW
12567;L. Odak;71;48;76;74;63;38;59;68;62;40;72;14;10;12;11;8;58;61;62;59;66;59;65;42;61;63;70;62;59;67;67;58;37;58;OB;RB
12568;D. McGeouch;63;59;68;81;69;69;43;43;67;39;45;10;11;15;14;15;52;42;62;62;56;43;52;61;63;65;69;52;67;67;54;67;69;42;OB;CM
12569;R. Moraganoz;72;64;76;78;58;59;50;45;51;27;32;7;10;7;9;14;61;63;59;46;29;65;37;36;55;53;44;63;69;65;67;61;43;26;OB;RB
12570;R. Quijada;61;69;42;45;55;40;50;33;46;29;32;6;8;6;15;16;70;65;64;24;26;67;40;43;64;53;29;63;63;64;67;46;41;25;OB;CB
12571;J. Oosterwijk;52;60;56;52;58;60;49;53;51;63;46;10;16;15;8;9;70;23;66;52;65;21;58;64;53;63;65;24;58;63;25;74;49;55;UT;ST
12572;I. Niane;81;35;52;45;56;57;37;47;62;69;50;10;7;8;6;15;62;11;68;42;60;15;70;56;54;48;60;16;79;58;14;70;48;47;UT;ST
12573;I. Zuev;53;59;51;61;47;57;37;50;36;27;66;11;10;14;9;11;68;53;85;57;53;64;43;36;57;49;55;65;46;58;62;73;32;33;OB;CB
12574;Kim Gyeong Min;51;77;73;63;52;53;32;23;47;20;30;10;12;11;11;11;54;59;75;62;52;63;37;43;56;64;57;60;33;72;64;77;56;22;OB;CB
12575;M. Sourzac;55;17;55;58;29;21;18;12;26;12;12;63;62;57;60;65;16;18;68;23;14;14;24;16;58;33;30;16;55;30;11;65;24;14;OB;GK
12576;S. Miller;79;36;81;89;64;60;34;37;62;64;45;16;9;16;10;15;55;24;60;40;54;23;58;57;61;44;63;15;78;74;20;66;58;57;UT;ST
12577;F. Götze;55;56;66;64;42;43;35;29;38;26;28;13;13;11;12;7;67;58;63;38;27;63;30;23;56;48;41;66;52;59;68;69;35;33;OB;CD
12578;D. Djigla;85;53;72;53;68;58;61;49;62;57;33;7;13;9;11;6;46;18;73;61;53;23;47;56;52;63;49;18;81;64;25;58;47;50;UT;RW
12579;Raúl Guti;66;73;52;66;62;58;45;47;60;48;44;8;15;12;11;11;61;66;57;66;50;47;53;61;61;67;63;61;64;70;64;68;51;44;OB;CM
12580;J. Jones;90;42;89;85;60;53;61;64;63;58;62;7;10;8;14;8;28;30;58;48;56;18;58;58;55;53;55;19;89;67;21;41;54;58;ZA;LM
12581;S. Barry;78;69;68;69;65;60;65;53;68;45;32;12;8;12;6;7;52;49;81;54;41;57;43;59;59;62;63;65;81;72;63;73;49;40;ZA;RM
12582;A. Santurro;42;41;53;50;29;45;12;18;12;17;11;67;64;67;61;63;10;21;50;37;14;13;22;13;43;33;39;12;49;32;13;46;24;20;OB;GK
12583;J. Guillermo;66;65;64;73;64;63;53;41;65;28;36;16;10;8;15;10;64;63;60;63;59;60;42;58;65;65;65;52;51;59;59;72;62;32;OB;CD
12584;T. Karagounis;69;69;66;70;67;61;65;69;64;62;45;13;7;7;13;12;45;26;32;66;51;31;61;58;57;68;64;27;70;33;22;41;53;66;ZA;RM
12585;A. Brunst;40;27;26;31;23;26;13;16;15;14;15;64;61;60;59;64;21;13;57;21;13;14;26;9;59;23;27;13;42;45;16;65;12;13;OB;GK
12586;R. Aabid;75;36;74;72;65;57;57;55;67;57;45;9;12;8;8;14;42;23;49;53;48;21;53;60;52;60;55;25;74;54;28;58;61;51;UT;LW
12587;S. McTominay;61;64;54;39;64;57;66;45;55;55;34;9;6;6;10;11;66;57;63;62;61;58;62;61;62;68;64;57;66;60;60;75;63;53;UT;ST
12588;O. Lee;60;70;63;62;65;67;58;61;58;55;54;11;10;10;8;15;53;57;71;60;57;45;53;56;57;65;63;46;68;77;53;67;66;49;OB;CD
12589;Lee Woo Hyeok;68;60;82;61;59;52;57;34;59;33;53;8;15;11;7;13;60;55;67;62;65;55;45;63;62;68;54;44;73;79;48;65;65;28;OB;CM
12590;J. Solberg;55;71;55;44;56;57;71;68;50;44;65;13;14;6;8;8;43;59;63;54;55;60;44;57;58;64;65;64;56;68;61;77;65;25;OB;LB
12591;A. Ferrante;83;55;82;73;65;73;45;46;65;62;46;9;9;13;6;10;48;16;64;38;62;19;60;63;59;55;64;12;81;72;19;56;54;53;UT;CF
12592;J. Martínez;70;72;67;70;58;52;56;49;55;27;29;11;14;14;7;7;55;55;55;48;45;60;38;52;64;59;59;63;72;70;61;71;55;24;OB;LB
12593;E. Umeres;84;38;71;80;60;50;52;43;68;56;35;12;13;7;8;11;52;19;73;53;64;15;51;66;62;56;63;13;75;60;16;56;52;60;UT;ST
12594;C. Wyke;58;69;79;78;66;50;39;50;65;65;49;16;12;15;10;12;65;31;84;30;52;14;58;64;56;39;60;17;64;69;20;75;46;52;UT;ST
12595;K. Al Kaabi;83;30;77;83;62;55;61;52;65;58;46;8;8;14;11;7;41;16;70;49;47;16;59;53;60;55;69;17;86;63;19;45;54;37;OB;CM
12596;J. Fleita;64;60;42;56;50;57;28;33;30;27;27;12;8;14;11;8;62;60;73;34;26;63;42;29;61;37;50;69;63;61;63;71;31;27;OB;CB
12597;Alminho Boas;12;17;24;33;12;33;11;18;8;15;25;56;72;62;63;63;16;14;32;15;20;18;15;7;52;18;23;9;16;17;11;55;35;21;OB;GK
12598;D. Grainger;53;63;71;62;52;66;58;67;60;45;74;11;6;13;14;10;61;63;63;57;62;59;53;55;56;64;69;61;71;83;62;61;49;37;UT;LW
12599;C. Mandouki;57;62;58;62;63;59;56;56;59;47;38;12;10;7;11;6;59;64;64;62;52;61;45;58;58;64;60;63;62;69;64;64;61;45;OB;CM
12600;Raphael Rossi;62;62;55;48;44;56;38;37;42;37;22;12;9;7;10;8;58;58;76;42;35;64;37;39;55;51;33;60;56;56;63;82;41;33;OB;CB
12601;Pedro;48;20;63;55;16;24;20;23;12;12;22;59;64;54;67;62;24;23;56;31;24;11;21;16;58;27;22;12;48;43;14;65;22;13;OB;GK
12602;V. Ermazabales;74;49;82;72;59;59;65;42;68;54;75;14;14;15;14;12;71;35;61;52;44;32;41;69;65;61;53;41;73;60;45;52;60;57;OB;CA
12603;C. Traoré;62;66;56;65;50;54;58;38;67;30;40;13;9;11;12;7;59;66;62;49;32;64;45;47;61;46;27;64;56;77;65;69;39;29;OB;LB
12604;B. Blume;74;45;77;84;61;59;54;42;64;49;44;6;9;10;12;16;40;38;57;56;43;43;47;59;69;62;55;45;70;70;50;58;61;39;ZA;RM
12605;Dráusio;53;50;49;47;35;44;30;30;29;26;37;10;13;11;7;16;58;62;66;29;25;63;41;26;47;42;43;69;51;65;71;75;30;32;OB;CB
12606;F. Kath;69;51;68;65;68;53;61;55;67;58;40;7;8;8;8;15;48;42;54;49;52;37;49;57;56;59;59;41;73;64;43;60;53;47;ZA;RM
12607;M. Dyngeland;41;22;34;55;22;28;16;14;16;13;14;65;62;57;60;64;14;17;54;24;13;17;25;14;59;31;24;16;41;36;17;59;35;15;OB;GK
12608;G. Nilsson;52;47;49;43;64;55;36;49;63;65;38;6;7;8;16;14;61;33;44;39;57;23;64;62;56;50;66;25;61;67;30;76;46;64;UT;ST
12609;A. Claude-Maurice;87;37;84;81;62;66;46;58;60;61;46;11;13;15;14;15;43;21;48;58;58;32;43;58;49;62;61;40;86;37;48;39;62;58;UT;ST
12610;I. Arboleda;54;20;54;57;20;39;20;22;21;16;17;73;58;68;56;69;19;20;65;25;14;12;23;12;48;25;21;15;58;44;13;50;20;20;OB;GK
12611;T. Takagi;84;51;76;82;62;59;68;72;64;61;64;10;13;12;9;9;49;26;47;52;62;24;67;62;60;56;70;24;73;74;26;50;58;52;UT;CF
12612;J. Akpa Akpro;82;54;83;73;61;57;61;56;64;57;35;6;7;8;9;7;62;16;61;49;55;22;54;63;50;57;63;32;82;53;37;78;55;58;ZA;LM
12613;Y. Quiñones;60;50;45;48;37;49;24;23;23;31;28;9;10;7;11;12;73;63;45;26;27;64;39;22;65;43;38;51;55;57;62;88;31;25;OB;CB
12614;R. Basque;69;57;63;66;67;60;55;50;65;51;50;8;12;10;10;12;60;51;60;60;58;49;50;59;60;68;60;55;69;68;60;59;56;50;OB;CM
12615;Ruan Renato;62;70;51;57;51;46;33;28;32;23;26;9;11;13;9;15;63;58;66;34;24;56;40;25;58;47;35;61;63;59;66;74;29;30;OB;CB
12616;B. Kololli;65;66;69;65;56;66;62;46;58;63;46;10;10;15;8;6;53;52;68;63;65;52;49;72;59;66;62;51;71;74;55;73;52;65;ZA;LM
12617;A. Keita;65;76;69;63;66;69;39;54;62;37;36;8;8;9;11;8;54;62;62;68;54;51;42;44;59;63;70;55;65;73;54;79;62;48;OB;CD
12618;D. Frattesi;63;65;60;68;65;55;42;45;62;40;41;5;10;8;11;10;55;44;62;65;55;50;53;64;62;70;69;63;49;68;50;53;57;47;OB;CM
12619;Prendes;62;63;64;56;40;53;30;31;35;24;26;15;8;11;6;7;65;62;66;41;25;61;33;28;56;52;54;65;65;57;67;67;35;22;OB;CB
12620;Danisco Fachini;63;83;64;70;52;53;68;51;49;46;42;9;14;7;9;13;48;74;48;57;42;60;48;54;55;46;71;61;68;65;66;72;39;57;OB;LB
12621;M. Fellah;82;57;90;86;68;62;65;68;67;57;62;15;11;11;9;16;48;52;91;60;61;39;40;64;64;64;66;36;77;71;38;69;59;64;UT;RW
12622;N. Danns;62;72;66;73;64;65;67;65;60;63;65;6;12;16;14;9;55;49;64;58;70;47;70;68;66;61;69;60;65;70;60;64;63;65;OB;CD
12623;J. Bellegarde;69;58;73;79;64;58;47;37;66;36;38;12;15;14;10;9;47;60;56;60;41;58;35;61;59;65;51;54;67;66;64;60;68;37;OB;CM
12624;M. Fetsch;57;64;56;47;59;59;42;44;52;64;38;14;13;15;8;10;74;40;62;46;53;31;63;57;63;55;71;19;53;66;33;82;45;54;OB;CA
12625;F. Torsteinbø;71;62;77;66;64;68;58;67;63;58;57;9;15;6;8;13;44;42;70;53;54;42;49;61;56;63;63;48;59;75;42;57;67;55;ZA;RM
12626;R. Melgrati;35;27;39;44;26;32;15;15;17;14;15;63;60;61;62;63;16;18;56;26;14;15;21;12;63;30;23;17;37;35;15;60;32;16;OB;GK
12627;R. Gumny;81;53;74;66;58;52;53;32;55;22;31;11;6;13;12;6;49;56;59;51;30;62;42;40;58;63;26;59;85;68;65;58;40;25;OB;LB
12628;M. Kakuda;68;59;70;65;45;38;38;30;41;26;35;10;12;6;13;14;65;63;62;51;34;62;42;42;65;61;43;56;63;59;62;74;35;32;OB;CD
12629;Kang Ji Yong;33;71;60;46;27;54;21;39;31;35;52;14;11;10;9;7;67;58;71;30;25;65;31;45;56;38;57;58;64;77;65;80;46;34;OB;CB
12630;C. Ramírez;53;69;43;50;43;54;30;53;41;23;63;12;8;6;7;10;63;62;76;38;24;63;41;30;58;40;56;63;46;63;61;78;31;28;OB;CB
12631;K. Hazard;78;40;73;78;70;57;54;56;69;52;54;12;15;7;6;9;39;28;65;62;56;25;56;53;42;64;54;32;73;40;34;46;66;57;OB;CA
12632;M. Fornari;71;32;80;70;73;57;41;46;78;57;37;13;12;15;8;14;53;18;67;49;59;17;54;63;61;55;55;18;72;63;20;60;50;56;ZA;RM
12633;L. Abram;63;62;53;62;45;44;29;20;33;22;25;10;9;13;6;12;60;64;76;42;17;63;34;28;52;48;38;58;66;65;62;74;30;28;OB;CB
12634;Mario González;71;39;68;68;64;53;62;42;66;62;38;5;15;15;6;13;49;16;62;41;56;11;39;60;59;61;52;18;74;54;15;50;57;48;UT;ST
12635;Y. M'Changama;78;61;81;82;60;59;41;36;65;55;34;10;15;10;9;11;41;61;57;62;50;57;44;55;59;68;48;46;76;56;62;59;66;35;ZA;LM
12636;U. Bozok;67;28;64;69;64;60;49;37;67;60;28;9;10;8;12;9;55;13;68;40;55;13;72;68;64;66;61;12;69;61;11;57;64;51;UT;ST
12637;L. McAlinden;81;40;72;57;59;60;47;34;62;63;44;15;9;13;13;14;61;17;61;40;57;18;61;61;58;50;60;21;79;60;12;65;43;57;UT;ST
12638;S. Hefti;72;67;62;60;55;65;41;35;50;28;41;11;12;12;6;8;59;60;57;52;30;59;47;38;63;51;51;61;74;69;64;72;53;29;OB;RB
12639;F. Colela;72;65;67;66;68;51;50;51;72;57;50;15;6;14;10;14;54;67;62;54;55;71;51;53;71;62;63;58;71;76;64;69;53;52;ZA;LM
12640;K. John;65;56;47;54;54;56;32;30;42;29;29;10;5;13;8;6;57;64;89;31;29;54;43;29;54;54;44;64;62;67;67;68;31;29;OB;CB
12641;M. Centeno;42;13;60;32;19;16;15;14;13;14;15;66;62;58;62;66;14;23;65;22;15;15;19;16;52;18;20;14;43;36;13;44;25;14;OB;GK
12642;Jung San;48;36;42;52;18;35;11;10;14;12;14;62;61;58;62;65;11;21;43;32;10;11;25;11;60;36;19;19;40;30;14;59;28;11;OB;GK
12643;N. Al Subhi;63;71;56;50;45;31;54;66;47;23;40;11;11;12;10;15;65;62;79;22;61;58;39;41;57;46;70;62;63;76;60;75;33;22;OB;CB
12644;M. Ratajczak;40;37;38;31;22;40;15;14;13;12;11;62;64;35;64;64;20;16;64;23;13;12;22;14;66;24;23;11;47;32;11;71;28;12;OB;GK
12645;M. Ali;66;66;74;62;68;63;35;56;57;48;61;15;9;14;10;10;36;65;53;68;60;37;38;48;59;65;61;46;64;74;52;58;57;42;OB;CM
12646;S. Szymański;78;37;89;83;71;63;62;68;71;52;61;9;10;10;14;14;39;21;59;55;35;30;53;42;50;63;51;32;76;49;26;32;55;46;ZA;RM
12647;M. Caillard;48;25;34;45;24;23;13;15;11;9;7;63;59;57;58;65;13;15;54;27;13;12;18;7;67;32;21;9;39;14;15;80;17;8;OB;GK
12648;Y. Misao;68;68;75;68;63;52;67;68;44;30;52;13;12;11;6;12;63;58;74;67;47;61;46;35;63;64;66;59;73;76;62;63;54;34;OB;LB
12649;R. Rivas;77;33;55;65;66;53;61;59;70;57;44;14;8;9;6;10;49;24;47;56;49;21;66;57;44;64;69;37;78;46;29;53;48;63;ZA;RM
12650;G. Fabiano;74;32;78;90;62;54;62;58;65;63;51;13;14;10;7;11;49;31;50;51;55;12;58;61;62;58;69;15;76;66;17;45;53;53;UT;RW
12651;E. Andersson;60;45;71;72;64;62;69;69;63;43;63;8;7;9;15;7;32;46;66;66;58;37;50;55;59;66;65;43;59;62;50;45;66;51;OB;CA
12652;D. Baumann;63;54;60;75;61;46;46;45;54;63;32;16;15;8;9;12;62;23;65;47;56;20;58;59;58;58;68;23;65;54;21;76;55;49;OB;CA
12653;J. Cádiz;56;60;48;51;64;61;28;34;60;65;26;9;10;7;9;6;69;24;52;34;56;22;61;62;60;56;67;24;41;57;27;65;46;60;UT;ST
12654;E. Nouri;73;82;70;65;57;54;60;45;54;36;35;7;7;7;6;13;46;59;61;57;41;57;54;43;60;57;60;63;76;73;61;64;44;36;OB;RB
12655;Vallès;69;51;59;47;66;52;65;64;64;57;65;6;10;15;15;10;45;55;74;62;60;56;67;56;55;64;74;51;68;73;58;69;59;50;OB;CM
12656;B. Romero;82;44;80;73;65;47;55;40;61;67;36;8;7;11;15;12;40;39;56;51;51;34;38;58;59;58;69;40;90;68;36;62;55;32;ZA;RM
12657;H. Akbunar;81;52;74;71;61;40;56;43;64;51;58;12;5;14;8;13;32;16;37;57;31;28;50;60;62;60;51;39;81;61;25;31;59;44;ZA;RM
12658;R. Lowe;47;65;71;72;60;75;56;40;54;65;45;8;11;6;10;7;60;36;76;53;59;28;69;64;72;57;63;23;50;66;27;71;66;65;UT;ST
12659;L. Ndao;91;59;72;75;63;62;63;43;64;64;41;7;15;16;11;11;61;49;59;53;55;40;66;62;53;57;62;52;83;48;53;37;57;63;ZA;LM
12660;M. Desler;74;47;82;64;67;60;49;54;66;60;51;6;10;9;6;7;58;52;82;61;59;57;58;57;60;67;58;62;76;75;60;44;56;46;ZA;RM
12661;M. Coulibaly;66;67;64;72;59;61;50;47;63;39;45;13;6;12;6;6;63;61;68;66;50;48;51;52;64;74;62;59;64;71;52;74;55;43;OB;CM
12662;H. Pell;67;74;56;54;61;61;49;45;57;58;60;6;15;6;10;7;64;56;51;62;59;58;57;53;60;63;73;56;66;83;60;78;61;44;OB;CM
12663;P. Diouf;82;50;75;68;60;64;54;45;63;59;34;8;10;8;8;12;44;18;73;47;55;21;55;59;57;60;66;24;90;72;27;73;54;62;ZA;RM
12664;F. Ruberto;44;19;39;56;21;24;14;12;21;18;12;63;65;59;60;64;19;22;50;18;13;15;22;18;55;23;22;13;42;21;13;55;11;14;OB;GK
12665;T. Bröker;75;72;58;59;59;64;58;40;60;57;40;9;7;14;11;12;61;32;70;43;52;35;61;64;65;57;70;35;79;78;37;77;53;46;UT;CF
12666;Y. Amankwah;65;70;47;31;56;55;15;17;13;25;16;10;10;8;15;14;53;62;67;40;14;57;18;55;50;41;68;60;37;63;64;90;30;15;OB;CB
12667;I. Pękalski;64;75;75;77;67;70;48;52;62;34;49;13;6;8;9;15;55;68;73;64;49;58;55;50;67;66;65;63;48;52;59;71;62;57;OB;CD
12668;A. Muric;44;24;38;40;22;33;13;18;17;12;11;63;61;60;62;65;10;18;62;37;14;10;18;11;59;32;21;13;46;29;12;68;40;16;OB;GK
12669;W. Atkinson;71;64;71;72;62;58;59;46;61;54;48;8;12;12;9;7;43;59;55;55;51;53;54;59;54;60;58;47;71;92;58;71;52;47;ZA;RM
12670;M. Beerman;89;49;89;86;62;61;54;28;67;21;31;12;13;11;7;6;44;56;64;52;60;58;38;41;58;59;29;59;85;75;61;54;39;26;ZA;RM
12671;P. Burner;67;52;63;68;58;56;61;40;57;48;28;14;11;14;6;14;52;61;65;64;33;63;36;53;61;66;35;62;67;64;65;55;57;29;OB;CM
12672;A. Al Mazaidi;39;38;42;45;16;33;17;17;16;18;15;59;68;66;63;59;13;22;26;14;12;18;12;12;54;12;17;14;37;39;16;33;59;17;OB;GK
12673;T. Andreassen;51;75;66;72;63;59;58;59;62;52;48;13;6;6;6;11;59;56;81;62;64;59;54;62;62;63;66;61;38;69;63;64;63;66;ZA;LM
